,year,selling_price,km_driven,fuel,seller_type,transmission,owner
4219,2015,390000,70000,0,0,0,1
4220,2014,500000,35000,0,0,0,0
4221,2016,2500000,70000,1,0,1,1
4222,2017,780000,50000,0,0,0,0
4223,2015,484999,90000,0,0,0,1
4224,2012,420000,90000,0,0,0,1
4225,2015,1225000,70000,0,0,0,0
4226,2015,350000,50000,0,0,0,1
4227,2015,350000,120000,0,0,0,2
4228,2011,800000,230000,0,0,0,0
4229,2004,125000,70000,1,0,1,1
4230,2010,75000,100000,0,0,0,2
4231,2018,509999,15000,1,0,0,0
4232,2014,215000,80000,0,0,0,2
4233,2018,465000,25000,0,0,0,0
4234,2017,625000,52000,1,1,0,0
4235,2017,490000,66000,0,1,0,0
4236,2017,880000,64000,0,1,0,0
4237,2013,290000,49000,1,0,0,0
4238,2006,115999,100000,0,0,0,1
4239,2017,685000,72000,0,1,0,0
4240,2009,300000,50000,1,0,0,0
4241,2017,680000,44000,0,1,0,0
4242,2014,480000,101000,0,1,0,0
4243,2016,630000,55000,0,1,0,0
4244,2007,190000,115000,1,1,0,1
4245,2015,500000,100000,0,1,0,0
4246,2014,850000,52000,0,1,0,1
4247,2011,350000,105000,0,1,0,0
4248,2013,425000,170000,0,1,0,0
4249,2015,495000,105000,0,1,0,0
4250,2017,890000,60000,0,0,0,1
4251,2018,1100000,25000,0,0,1,1
4252,2014,650000,218000,0,0,0,1
4253,2018,465000,25000,0,0,0,0
4254,2017,625000,52000,1,1,0,0
4255,2017,490000,66000,0,1,0,0
4256,2017,880000,64000,0,1,0,0
4257,2013,290000,49000,1,0,0,0
4258,2006,115999,100000,0,0,0,1
4259,2017,685000,72000,0,1,0,0
4260,2009,300000,50000,1,0,0,0
4261,2017,680000,44000,0,1,0,0
4262,2014,480000,101000,0,1,0,0
4263,2016,630000,55000,0,1,0,0
4264,2007,190000,115000,1,1,0,1
4265,2015,500000,100000,0,1,0,0
4266,2014,850000,52000,0,1,0,1
4267,2011,350000,105000,0,1,0,0
4268,2013,425000,170000,0,1,0,0
4269,2015,495000,105000,0,1,0,0
4270,2017,890000,60000,0,0,0,1
4271,2018,1100000,25000,0,0,1,1
4272,2014,650000,218000,0,0,0,1
4273,2009,233000,58000,1,0,0,2
4274,2015,300000,110000,0,0,0,1
4275,2020,614000,1000,1,0,0,0
4276,2010,250000,100000,1,0,0,1
4277,2010,250000,110000,1,0,0,1
4278,2011,200000,40000,1,0,0,0
4279,2013,290000,52000,1,0,0,0
4280,2013,320000,80000,1,0,0,1
4281,2006,145000,52000,1,0,0,1
4282,2005,100000,124000,1,0,0,1
4283,2010,130000,210000,0,0,0,1
4284,2006,145000,66000,1,0,1,1
4285,2008,110000,120000,1,0,0,2
4286,2019,680000,40000,0,0,0,0
4287,2004,37500,90000,1,0,0,1
4288,2011,200000,120000,0,0,0,1
4289,2012,300000,110000,0,0,0,0
4290,2005,80000,56580,1,1,0,0
4291,2015,740000,45000,0,1,1,0
4292,2015,630000,50000,0,0,0,0
4293,2005,70000,68500,1,1,0,0
4294,2019,484999,5007,1,1,1,0
4295,2013,164000,30000,1,0,0,0
4296,2008,140000,70000,1,0,1,0
4297,2011,999000,49600,0,1,1,0
4298,2005,56000,23000,1,0,0,1
4299,2006,1050000,30000,0,1,1,0
4300,2010,190000,38000,1,1,0,0
4301,2018,3899000,22000,0,1,1,0
4302,2011,150000,40000,0,0,0,1
4303,2011,235000,43100,1,1,0,0
4304,2019,599000,15000,0,0,0,2
4305,2018,200000,35000,1,0,0,0
4306,2017,350000,10171,1,1,0,0
4307,2015,465000,41123,0,1,0,0
4308,2017,1900000,20118,1,1,1,0
4309,2019,1000000,15000,0,0,0,0
4310,2019,2800000,10000,0,0,1,0
4311,2015,470000,170000,0,0,0,0
4312,2017,415000,20000,1,0,0,0
4313,2014,500000,82000,0,0,0,0
4314,2013,150000,60000,1,0,0,1
4315,2005,95000,50000,1,0,0,1
4316,2012,400000,70000,0,0,0,0
4317,2008,114999,66782,1,0,0,1
4318,2006,75000,130000,1,0,0,0
4319,2013,500000,120000,0,0,0,0
4320,2014,195000,75000,1,0,0,1
4321,2015,155000,40000,1,0,0,0
4322,2000,65000,90000,1,0,0,1
4323,2005,65000,150000,1,0,0,2
4324,2015,190000,60000,1,0,0,1
4325,2012,200000,112198,0,0,0,1
4326,2010,160000,60000,1,0,0,1
4327,2010,150000,130000,0,0,0,1
4328,2015,530000,175000,0,0,0,2
4329,2015,750000,120000,0,0,0,0
4330,2012,225000,90000,0,0,0,1
4331,2012,600000,170000,0,0,0,0
4332,2014,409999,80000,0,0,0,1
4333,2014,409999,80000,0,0,0,1
4334,2009,110000,83000,1,0,0,1
4335,2016,865000,90000,0,0,0,0
4336,2016,225000,40000,1,0,0,0
